	col1	col2	col3	col4	col5	col6	col7	Clusters
0	3.4044954431282797	-0.1433693426259995	1.2053918123019352	0.13520142271025357	1.526939963496882	0.6894459266955019	0.2653979258455112	0
1	-2.0560193217886713	0.27280386558316366	-0.8875754978251976	1.635235099676301	0.3694528139482343	0.8061457908972445	-0.0675105468564611	3
2	2.0171530375290825	-0.6347112347154733	-0.05017878752069621	1.121546067859299	0.8635480568689119	-0.47740155593438754	-0.484189187997319	0
3	-1.9047263165390336	-1.4325432998071161	0.25149469504016386	0.8533844053648237	-0.8646852440076725	-0.43190103478494496	0.19149674786278778	2
4	-0.500239803086018	0.2715267193010729	-0.7813112878148991	-0.4181846213107573	-0.9939712922307589	-1.4265724195961451	0.29633732210834257	1
5	0.030272961473381682	1.1805582225533957	-0.7065927128465752	-0.4375312387038383	-0.03475929666872012	-0.9679804061551056	0.3443159027552287	1
6	0.22364871512705867	0.27423522224705377	1.5118037464388216	0.23558236363777438	0.7154827309175783	-0.5175039137561755	0.7653903339695419	1
7	-1.505376990168282	-0.7078991107565963	0.15426577003838784	-1.3959660294674763	-0.5162165938209685	-0.7577197365027247	0.0008423101801150728	2
8	-1.5040573816877172	-0.5971056428273845	-0.2760925055632458	-1.3445046056916576	-0.5936019878456457	0.7441606687727864	0.11674587809352074	2
9	-3.0756060070205855	0.37315968357589	-1.8551530727660936	-0.3572354077911687	-0.11721639103819216	2.0440814196968713	-0.1856135297620468	3
10	-0.37038900559262583	-2.998957808070913	1.2241895965653513	-0.4272290859290155	1.3198784659279033	0.6264735232102804	-0.564684048898386	2
11	2.2803215501968532	-1.2460470855848444	-0.5965057480630578	1.3033446527020727	1.1996730633615182	-0.045017489945988094	0.0022059471809089217	0
12	-1.1373626924924893	1.5523597143843504	-1.5288540353776034	-0.05182542885007726	0.4976090877849395	0.10474188670824768	0.11520128394060462	1
13	-0.27460375480590693	-3.2397788952557445	1.6270011559143667	-0.6246010688686827	0.732094639265451	0.1304677219049943	-0.8379850845482053	2
14	4.3191981218356235	0.9912182740169984	-0.4792740989747718	-1.2044379343719172	0.46023472142785304	2.2495426206050393	0.5338776770026864	0
15	-2.3414788527514716	0.3015616263500806	1.603000946254008	0.13590501482415068	-0.31234375839183476	-0.13435567402664636	-0.976352132417923	3
16	0.8554752946986328	-0.9672226082761024	0.5188391078459206	0.20892321907191105	2.874731244372539	1.3316305034297582	-0.46464561913211644	2
17	1.6972471641621998	2.882866031614282	-0.478377002781041	-0.48642390229495874	0.38626834977420016	0.20063849827741828	0.29501289945570625	1
18	-1.1527346347779042	-1.1646997130698125	0.7019217265551032	-1.9250340877640673	0.05209135321220612	-0.5419809365558307	0.3837296755767895	2
19	0.6543807958307907	-2.2022871224240275	1.7484910932842752	-0.47651301569125115	0.980011860680073	-0.15587626435563492	-0.7932679474307356	2
20	0.588042381190175	1.2869268019537472	2.4646201829208305	0.033796132355676016	0.2009025723479886	-1.6096171140679472	1.633996700656924	1
21	0.36845651964478693	1.8022219016702086	-0.3329338164495157	-0.974796120113313	0.7968157744031469	0.9954804141401181	0.18880217013347725	1
22	-0.11670756523224526	1.3848591103839296	-1.6288272159918464	0.09597869881432873	0.4191102164934967	-0.3907873573655962	0.43077891849946387	1
23	-0.5760987904416764	0.9452320088854763	0.5205675973774642	0.8060965888115091	1.4639117074961923	0.47282636937234745	0.5612722058440637	1
24	0.3620879389174639	-2.962355590950094	0.7593592085046941	-0.13436891781419502	1.7215449975357715	0.706289093678565	0.08995500238923118	2
25	-1.8075620609809526	0.8671089590699198	0.9994185337427004	0.7209971387534051	-0.49413025817315487	-0.4202169185167754	-0.7674965693959267	3
26	-1.5242925002124055	-1.1442579631448058	1.2611687999535344	0.2409549247735669	-0.702003855960167	-0.6485327501502863	-0.12989394948021427	2
27	3.4394983355387656	0.562434538722987	-1.2290946738749946	-0.22553291532863023	-0.27725337181483617	-0.5383440026688925	-0.3721887670268518	0
28	-0.03176385109632862	-3.8056390474127997	-1.404760094536423	-0.9010024372204978	-0.4309705112064235	-0.6978350701504498	0.3990743962040737	2
29	0.6545168751129972	-1.4983786273620385	-0.9487665929964166	-1.0710455573927073	1.3290405857564678	0.2211220614893414	-0.5189476864228345	2
30	-1.0496899000894648	-0.23397590576127655	1.5367420044102884	-0.1499874699266078	0.14240070057960477	1.1235230815731276	-0.019760020496124405	2
31	-0.8901703688108904	1.8110632545652716	-0.01154465867520899	-1.2528019337117686	0.7177079642714	1.2046338877698572	0.2642121402525144	1
32	2.2883264507270953	0.36277309455897777	-1.1293729866350495	-0.6366170866555315	2.101557317696638	0.23944749423987904	-0.6624062566171773	0
33	-1.8850030115479586	0.8627335365925369	-1.4425005658808094	-0.3760901623236877	0.788562796275424	0.734092867343906	-0.20595422328461263	3
34	0.4918704474669828	1.5069173667231506	-0.8851100405334801	-0.1224826742466469	-0.47190366479142215	-1.5186781812444656	0.5964100337072927	1
